symbol,name,lastSale,marketCap,IPOYear,sector,industry,summaryQuote
NURO,"NeuroMetrix, Inc.",0.83,$9.16M,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuro
NUROW,"NeuroMetrix, Inc.",0.2542,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nurow
NYMT,"New York Mortgage Trust, Inc.",7.16,$783.06M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymt
NYMTO,"New York Mortgage Trust, Inc.",21.29,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymto
NYMTP,"New York Mortgage Trust, Inc.",22.3999,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nymtp
NBBC,NewBridge Bancorp,8.68,$339.1M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbbc
NLNK,NewLink Genetics Corporation,51.74,$1.48B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nlnk
NEWP,Newport Corporation,15.31,$610.02M,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/newp
NWS,News Corporation,14.2,$8.28B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nws
NWSA,News Corporation,14.6,$8.51B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nwsa
NEWS,"NewStar Financial, Inc.",11.94,$547.05M,2006,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/news
NEWT,Newtek Business Services Corp.,19.21,$196.27M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/newt
NXST,"Nexstar Broadcasting Group, Inc.",53.94,$1.69B,2003,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/nxst
NVET,Nexvet Biopharma plc,4.14,$46.99M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvet
NFEC,NF Energy Saving Corporation,1.396,$9.15M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nfec
EGOV,NIC Inc.,18.12,$1.19B,1999,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/egov
NICE,NICE-Systems Limited,66.84,$3.96B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",13.4,$103.29M,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/nick
NIHD,"NII Holdings, Inc.",13.78,$1.39B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/nihd
NVLS,"Nivalis Therapeutics, Inc.",17.69,$258.75M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvls
NMIH,NMI Holdings Inc,8.26,$484.75M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nmih
NNBR,"NN, Inc.",21.63,$580.43M,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nnbr
NDLS,Noodles & Company,15.65,$469.41M,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ndls
NDSN,Nordson Corporation,74.09,$4.51B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ndsn
NSYS,Nortech Systems Incorporated,4.37,$12M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nsys
NTK,Nortek Inc.,75.77,$1.23B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntk
NBN,Northeast Bancorp,10.34,$101.4M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbn
NECB,"Northeast Community Bancorp, Inc.",7.71,$94.29M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/necb
NTIC,Northern Technologies International Corporation,16.37,$74.08M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/ntic
NTRS,Northern Trust Corporation,77.21,$17.98B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrs
NTRSP,Northern Trust Corporation,25.76,$412.16M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrsp
NFBK,"Northfield Bancorp, Inc.",15.24,$714.8M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nfbk
NRIM,Northrim BanCorp Inc,25.72,$176.29M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nrim
NWBI,"Northwest Bancshares, Inc.",12.7,$1.2B,2009,Finance,Major Banks,http://www.nasdaq.com/symbol/nwbi
NWBO,"Northwest Biotherapeutics, Inc.",11.08,$851.93M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nwbo
NWBOW,"Northwest Biotherapeutics, Inc.",7.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nwbow
NWPX,Northwest Pipe Company,17.83,$170.35M,1995,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nwpx
NCLH,Norwegian Cruise Line Holdings Ltd.,61.18,$14.06B,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nclh
NWFL,Norwood Financial Corp.,29.81,$109.67M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nwfl
NVFY,"Nova Lifestyle, Inc",2.3999,$57.63M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/nvfy
NVMI,Nova Measuring Instruments Ltd.,12.1,$330.03M,2000,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/nvmi
NVDQ,Novadaq Technologies Inc,11.07,$622.09M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nvdq
MIFI,"Novatel Wireless, Inc.",2.24,$112.69M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mifi
NVAX,"Novavax, Inc.",11.99,$3.21B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nvax
NVGN,Novogen Limited,3.02,$30.22M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvgn
NTLS,NTELOS Holdings Corp.,7.11,$158.09M,2006,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntls
NUAN,"Nuance Communications, Inc.",18.24,$5.72B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan
NMRX,Numerex Corp.,8.35,$158.52M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nmrx
NUTR,Nutraceutical International Corporation,24.42,$232.78M,1998,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nutr
NTRI,NutriSystem Inc,30.92,$894.32M,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ntri
NUVA,"NuVasive, Inc.",55.69,$2.73B,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuva
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,19.24,$356.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqqx
NVEE,"NV5 Holdings, Inc.",23.63,$152.46M,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nvee
NVEC,NVE Corporation,57.31,$278.88M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,20.58,$11.07B,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,97.02,$22.54B,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/nxpi
NXTM,"NxStage Medical, Inc.",15.11,$955.53M,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nxtm
NXTD,NXT-ID Inc.,1.13,$29.17M,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/nxtd
NXTDW,NXT-ID Inc.,0.69,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/nxtdw
NYMX,Nymox Pharmaceutical Corporation,2.53,$94.08M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/nymx
OIIM,O2Micro International Limited,2.3,$59.88M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oiim
OVLY,Oak Valley Bancorp (CA),10.0499,$81.16M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovly
OCAT,"Ocata Therapeutics, Inc.",3.99,$145.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocat
OBCI,"Ocean Bio-Chem, Inc.",3.25,$29M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/obci
OPTT,"Ocean Power Technologies, Inc.",0.522,$9.58M,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/optt
ORIG,Ocean Rig UDW Inc.,3.19,$513.23M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/orig
OSHC,Ocean Shore Holding Co.,15.28,$95.16M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/oshc
OCFC,OceanFirst Financial Corp.,17.91,$302.19M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ocfc
OCRX,"Ocera Therapeutics, Inc.",4.4,$86.89M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocrx
OCLR,"Oclaro, Inc.",2.57,$282.19M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/oclr
OFED,Oconee Federal Financial Corp.,19.35,$113.82M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ofed
OCUL,"Ocular Therapeutix, Inc.",23.43,$503.8M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocul
OCLS,"Oculus Innovative Sciences, Inc.",1.19,$17.9M,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ocls
OCLSW,"Oculus Innovative Sciences, Inc.",0.2999,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/oclsw
OMEX,"Odyssey Marine Exploration, Inc.",0.388,$34.77M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/omex
ODP,"Office Depot, Inc.",7.835,$4.28B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/odp
OFS,OFS Capital Corporation,10.77,$104.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofs
OHAI,OHA Investment Corporation,4.86,$98.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ohai
OVBC,Ohio Valley Banc Corp.,23.15,$95.32M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovbc
OHRP,"Ohr Pharmaceuticals, Inc.",2.82,$85.53M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ohrp
ODFL,"Old Dominion Freight Line, Inc.",74.12,$6.36B,1991,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/odfl
OLBK,"Old Line Bancshares, Inc.",15.79,$167.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/olbk
ONB,Old National Bancorp,14.83,$1.71B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/onb
OPOF,Old Point Financial Corporation,15.58,$77.26M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/opof
OSBC,"Old Second Bancorp, Inc.",6.44,$189.79M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbc
OSBCP,"Old Second Bancorp, Inc.",9.916,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbcp
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",19.99,$1.14B,2015,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/olli
ZEUS,"Olympic Steel, Inc.",12.05,$132.52M,1994,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/zeus
OFLX,"Omega Flex, Inc.",32.16,$324.55M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/oflx
OMER,Omeros Corporation,15.77,$596.61M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omer
OMCL,"Omnicell, Inc.",37.11,$1.35B,2001,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/omcl
OVTI,"OmniVision Technologies, Inc.",24.3,$1.42B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/ovti
ON,ON Semiconductor Corporation,10.31,$4.26B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/on
OTIV,On Track Innovations Ltd,1.15,$46.94M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/otiv
OGXI,OncoGenex Pharmaceuticals Inc.,3.05,$72.48M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ogxi
ONCY,"Oncolytics Biotech, Inc.",0.58,$68.27M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oncy
OMED,"OncoMed Pharmaceuticals, Inc.",22.9,$687.42M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omed
ONTX,"Onconova Therapeutics, Inc.",1.95,$42.32M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontx
ONCS,OncoSec Medical Incorporated,5.57,$82.55M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oncs
ONTY,Oncothyreon Inc.,3.62,$370.33M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/onty
OHGI,"One Horizon Group, Inc.",1.54,$50.7M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ohgi
ONFC,Oneida Financial Corp.,20.84,$146.75M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/onfc
ONVI,"Onvia, Inc.",4.2,$31.14M,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/onvi
OTEX,Open Text Corporation,45.81,$5.6B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/otex
OPXA,"Opexa Therapeutics, Inc.",0.389,$20.77M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opxa
OPXAW,"Opexa Therapeutics, Inc.",0.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opxaw
OPGN,"OpGen, Inc.",3.22,$34.51M,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgn
OPGNW,"OpGen, Inc.",0.56,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgnw
OPHT,Ophthotech Corporation,64.76,$2.22B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opht
OBAS,Optibase Ltd.,7.5,$38.88M,1999,Finance,Real Estate,http://www.nasdaq.com/symbol/obas
OCC,Optical Cable Corporation,3.44,$24.37M,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/occ
OPHC,"OptimumBank Holdings, Inc.",0.91,$8.68M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ophc
OPB,Opus Bank,39.1,$1.1B,2014,n/a,n/a,http://www.nasdaq.com/symbol/opb
ORMP,Oramed Pharmaceuticals Inc.,6.5,$75.08M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ormp
OSUR,"OraSure Technologies, Inc.",5.02,$283.21M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/osur
ORBC,ORBCOMM Inc.,5.92,$416.86M,2006,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/orbc
ORBK,Orbotech Ltd.,18.61,$790.71M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/orbk
ORLY,"O&#39;Reilly Automotive, Inc.",244.17,$24.66B,1993,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/orly
OREX,"Orexigen Therapeutics, Inc.",3.82,$478.34M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orex
SEED,Origin Agritech Limited,1.45,$32.97M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/seed
OESX,"Orion Energy Systems, Inc.",2.105,$58M,2015,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/oesx
ORIT,Oritani Financial Corp.,15.79,$694.8M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orit
ORRF,Orrstown Financial Services Inc,16.76,$139.03M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orrf
OFIX,Orthofix International N.V.,38.92,$730.38M,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ofix
OSIS,"OSI Systems, Inc.",68.72,$1.36B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/osis
OSIR,"Osiris Therapeutics, Inc.",18.83,$647.57M,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/osir
OSN,"Ossen Innovation Co., Ltd.",1.0299,$20.5M,2010,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/osn
OTEL,Otelco Inc.,5.2,$16.84M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/otel
OTIC,"Otonomy, Inc.",23.27,$561.6M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/otic
OTTR,Otter Tail Corporation,27.8,$1.04B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ottr
OUTR,Outerwall Inc.,68.71,$1.25B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/outr
OVAS,Ovascience Inc.,28.3,$769.62M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovas
OSTK,"Overstock.com, Inc.",22.13,$538.29M,2002,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ostk
OXBR,Oxbridge Re Holdings Limited,6.36,$38.54M,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/oxbr
OXBRW,Oxbridge Re Holdings Limited,1.138,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/oxbrw
OXFD,Oxford Immunotec Global PLC,14,$315.19M,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/oxfd
OXLC,Oxford Lane Capital Corp.,13.97,$223.13M,2011,n/a,n/a,http://www.nasdaq.com/symbol/oxlc
OXLCN,Oxford Lane Capital Corp.,25.25,$28.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlcn
OXLCO,Oxford Lane Capital Corp.,24.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlco
OXGN,"OXiGENE, Inc.",1.33,$35.3M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/oxgn
PFIN,"P & F Industries, Inc.",8.59,$31.01M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pfin
PTSI,"P.A.M. Transportation Services, Inc.",52.87,$392.74M,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ptsi
PCAR,PACCAR Inc.,63.6,$22.57B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/pcar
PACB,"Pacific Biosciences of California, Inc.",5.72,$426.52M,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/pacb
PCBK,Pacific Continental Corporation (Ore),13.46,$262.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pcbk
PDVW,"Pacific DataVision, Inc.",28.37,$404.43M,2015,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/pdvw
PEIX,"Pacific Ethanol, Inc.",7.45,$183.71M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/peix
PMBC,Pacific Mercantile Bancorp,7.41,$146.54M,2000,Finance,Major Banks,http://www.nasdaq.com/symbol/pmbc
PPBI,Pacific Premier Bancorp Inc,19.57,$420.98M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ppbi
PSUN,"Pacific Sunwear of California, Inc.",0.606,$42.19M,1999,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/psun
PCRX,"Pacira Pharmaceuticals, Inc.",65.36,$2.4B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pcrx
PACW,PacWest Bancorp,46.72,$4.81B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pacw
PTIE,Pain Therapeutics,1.87,$85.56M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptie
PLMT,"Palmetto Bancshares, Inc. (SC)",20.23,$259.22M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/plmt
PAAS,Pan American Silver Corp.,5.92,$897.73M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/paas
PNRA,Panera Bread Company,202.52,$5.22B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pnra
PANL,Pangaea Logistics Solutions Ltd.,3.31,$115.05M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/panl
PZZA,"Papa John&#39;S International, Inc.",71.45,$2.84B,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pzza
FRSH,"Papa Murphy&#39;s Holdings, Inc.",19.47,$329.99M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frsh
PRGN,Paragon Shipping Inc.,0.933,$23.15M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/prgn
PRGNL,Paragon Shipping Inc.,12.25,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/prgnl
PRTK,"Paratek Pharmaceuticals, Inc. ",23.59,$414.27M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prtk
PRXL,PAREXEL International Corporation,69.99,$3.86B,1995,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prxl
PCYG,"Park City Group, Inc.",13.94,$250.87M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/pcyg
PSTB,Park Sterling Corporation,7.29,$328.05M,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/pstb
PKBK,"Parke Bancorp, Inc.",12.52,$75.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pkbk
PRKR,"ParkerVision, Inc.",0.2511,$24.52M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/prkr
PKOH,Park-Ohio Holdings Corp.,42.67,$533.16M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pkoh
PARN,Parnell Pharmaceuticals Holdings Ltd,4.7714,$63.38M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/parn
PTNR,Partner Communications Company Ltd.,3.96,$618.07M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ptnr
PBHC,"Pathfinder Bancorp, Inc.",11.5,$50.05M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbhc
PATK,"Patrick Industries, Inc.",37.4,$866.17M,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/patk
PNBK,Patriot National Bancorp Inc.,17.15,$67.81M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnbk
PATI,"Patriot Transportation Holding, Inc.",23.34,$76.22M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/pati
